2022-05-05 21:36:20 [INFO ] c.p.r.NativeLoader:64 - ********************************
2022-05-05 21:36:20 [INFO ] c.p.r.NativeLoader:65 - Native library search paths: 
2022-05-05 21:36:20 [INFO ] c.p.r.NativeLoader:948 - C:\Users\Mohamed_Hossam\AppData\Roaming\PVS-Studio-Java\7.18.59860
2022-05-05 21:36:20 [INFO ] c.p.r.NativeLoader:948 - .
2022-05-05 21:36:20 [INFO ] c.p.r.NativeLoader:948 - C:\Users\Mohamed_Hossam\AppData\Roaming\PVS-Studio-Java\7.18.59860\..
2022-05-05 21:36:20 [INFO ] c.p.r.NativeLoader:948 - C:\Users\Mohamed_Hossam\AppData\Roaming\PVS-Studio-Java\7.18.59860\..\..
2022-05-05 21:36:20 [INFO ] c.p.r.NativeLoader:948 - C:\Users\Mohamed_Hossam\AppData\Roaming\PVS-Studio-Java\7.18.59860\..\..\build
2022-05-05 21:36:20 [INFO ] c.p.r.NativeLoader:67 - Additional path: native/win
2022-05-05 21:36:20 [INFO ] c.p.r.NativeLoader:76 - Native library found: C:\Users\Mohamed_Hossam\AppData\Roaming\PVS-Studio-Java\7.18.59860\native\win\analysis-core.dll
2022-05-05 21:36:20 [INFO ] c.p.r.NativeLoader:77 - ********************************
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.random
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.internal.opt
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/java.prefs
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.jlink
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.jsobject
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.compiler
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.editpad
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Users/Mohamed_Hossam/.gradle/caches/modules-2/files-2.1/com.google.code.gson/gson/2.9.0/8a1167e089096758b49f9b34066ef98b2f4b37aa/gson-2.9.0.jar
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/java.management.rmi
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.management.jfr
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/java.security.jgss
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.internal.le
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.sctp
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.jstatd
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.hotspot.agent
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.crypto.cryptoki
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.management
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/java.scripting
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.crypto.ec
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.dynalink
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/java.compiler
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.jpackage
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.javadoc
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.internal.ed
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.security.auth
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.unsupported
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.internal.vm.compiler
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.jdi
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.httpserver
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/java.xml.crypto
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.zipfs
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/java.instrument
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/java.smartcardio
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/java.sql
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/java.xml
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.charsets
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/java.net.http
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.security.jgss
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.unsupported.desktop
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.accessibility
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/java.transaction.xa
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.localedata
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/java.logging
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.jconsole
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.management.agent
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.jdeps
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.internal.vm.ci
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.jartool
2022-05-05 21:36:24 [INFO ] c.p.p.JsonEvaluator:75 - C:/Program Files/Java/jdk-17.0.2!/jdk.naming.dns
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:154 - Load model from cache...
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:168 - Build model incrementally...
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:169 - Current time: 1651779385369
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:170 - Last build time: 1651753387387
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:171 - Keyset size: 5
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:172 - Input sources size: 3
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:178 - Removed sources size: 2
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:179 - Added sources size: 0
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:180 - Common sources size: 5
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:191 - Incremental sources size: 3
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:194 - Old types size: 5
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:205 - Changed types size: 3
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:207 - Enter types loop
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:229 - Exit types loop
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:241 - Old packages size: 4
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:250 - Data processed
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:256 - Added: 0
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:257 - Removed: 2
2022-05-05 21:36:25 [INFO ] c.p.p.IncrementalLauncher:258 - Modified : 3
2022-05-05 21:36:26 [INFO ] c.p.p.IncrementalLauncher:312 - Cache saving started.
2022-05-05 21:36:26 [INFO ] c.p.p.IncrementalLauncher:355 - Cache saving finished.
2022-05-05 21:36:26 [INFO ] c.p.p.Module:383 - Model build success.
